Time,Volt
1.0922e-05,3.40406
1.0924e-05,3.16125
1.0926e-05,3.52125
1.0928e-05,3.27438
1.0930e-05,3.32313
1.0932e-05,3.31969
1.0934e-05,3.32031
1.0936e-05,3.36
1.0938e-05,3.32
1.0940e-05,3.31875
1.0942e-05,3.24156
1.0944e-05,3.40031
1.0946e-05,3.23937
1.0948e-05,3.24
1.0950e-05,3.2
1.0952e-05,3.24063
1.0954e-05,3.23844
1.0956e-05,3.20156
1.0958e-05,3.27969
1.0960e-05,3.2
1.0962e-05,3.28
1.0964e-05,3.24063
1.0966e-05,3.39969
1.0968e-05,3.23906
1.0970e-05,3.31969
1.0972e-05,3.15875
1.0974e-05,3.2
1.0976e-05,3.31844
1.0978e-05,3.27906
1.0980e-05,3.12
1.0982e-05,3.24
1.0984e-05,3.16156
1.0986e-05,3.4025
1.0988e-05,3.32156
1.0990e-05,3.24188
1.0992e-05,3.12062
1.0994e-05,3.32156
1.0996e-05,3.27813
1.0998e-05,3.28
1.1000e-05,3.27969
1.1002e-05,3.2825
1.1004e-05,3.24125
1.1006e-05,3.40187
1.1008e-05,3.39813
1.1010e-05,3.28
1.1012e-05,3.31969
1.1014e-05,3.24063
1.1016e-05,3.2775
1.1018e-05,3.4
1.1020e-05,3.19906
1.1022e-05,3.20188
1.1024e-05,3.28125
1.1026e-05,3.32
1.1028e-05,3.24219
1.1030e-05,3.15938
1.1032e-05,3.40031
1.1034e-05,3.23937
1.1036e-05,3.35969
1.1038e-05,3.16
1.1040e-05,3.11875
1.1042e-05,3.2375
1.1044e-05,3.28094
1.1046e-05,3.19937
1.1048e-05,3.28
1.1050e-05,3.12062
1.1052e-05,3.11594
1.1054e-05,3.31719
1.1056e-05,3.28281
1.1058e-05,3.23937
1.1060e-05,3.24031
1.1062e-05,3.11969
1.1064e-05,3.15875
1.1066e-05,3.27937
1.1068e-05,3.23906
1.1070e-05,3.31969
1.1072e-05,3.24031
1.1074e-05,3.2
1.1076e-05,3.24063
1.1078e-05,3.31937
1.1080e-05,3.28563
1.1082e-05,3.12
1.1084e-05,3.28
1.1086e-05,3.19969
1.1088e-05,3.2425
1.1090e-05,3.4
1.1092e-05,3.24063
1.1094e-05,3.20031
1.1096e-05,3.16031
1.1098e-05,3.16
1.1100e-05,3.16063
1.1102e-05,3.32063
1.1104e-05,3.32
1.1106e-05,3.16188
1.1108e-05,3.07437
1.1110e-05,3.31937
1.1112e-05,3.16
1.1114e-05,3.28063
1.1116e-05,3.32031
1.1118e-05,3.15938
1.1120e-05,3.31844
1.1122e-05,3.16063
1.1124e-05,3.12031
1.1126e-05,3.23969
1.1128e-05,3.07938
1.1130e-05,3.07969
1.1132e-05,3.04
1.1134e-05,3.19219
1.1136e-05,3.28125
1.1138e-05,3.16
1.1140e-05,3.32
1.1142e-05,3.15844
1.1144e-05,3.24063
1.1146e-05,3.32125
1.1148e-05,3.15969
1.1150e-05,3.28
1.1152e-05,3.03812
1.1154e-05,3.08156
1.1156e-05,3.24063
1.1158e-05,3.24094
1.1160e-05,3.19625
1.1162e-05,3.27937
1.1164e-05,3.16
1.1166e-05,3.32125
1.1168e-05,3.27937
1.1170e-05,3.19906
1.1172e-05,3.08062
1.1174e-05,3.11344
1.1176e-05,3.32094
1.1178e-05,3.08031
1.1180e-05,3.28
1.1182e-05,3.11938
1.1184e-05,3.2
1.1186e-05,3.08094
1.1188e-05,3.12
1.1190e-05,3.07875
1.1192e-05,3.24031
1.1194e-05,3.11781
1.1196e-05,3.16188
1.1198e-05,3.32
1.1200e-05,3.16719
1.1202e-05,3.12
1.1204e-05,3.16
1.1206e-05,3.11969
1.1208e-05,3.16031
1.1210e-05,3.2
1.1212e-05,3.11969
1.1214e-05,3.27687
1.1216e-05,3.24063
1.1218e-05,3.11969
1.1220e-05,3.20281
1.1222e-05,3.27969
1.1224e-05,3.16094
1.1226e-05,3.35938
1.1228e-05,3.12406
1.1230e-05,3.08
1.1232e-05,3.12094
1.1234e-05,3.19937
1.1236e-05,3.07969
1.1238e-05,3.15938
1.1240e-05,3.12
1.1242e-05,3.20094
1.1244e-05,3.24
1.1246e-05,3.24
1.1248e-05,3.28
1.1250e-05,3.28063
1.1252e-05,3.3225
1.1254e-05,3.12031
1.1256e-05,3.28063
1.1258e-05,3.27813
1.1260e-05,3.16031
1.1262e-05,3.32187
1.1264e-05,3.28
1.1266e-05,3.12188
1.1268e-05,3.12
1.1270e-05,3.12094
1.1272e-05,3.20063
1.1274e-05,3.1175
1.1276e-05,3.08062
1.1278e-05,3.2375
1.1280e-05,3.23906
1.1282e-05,3.16
1.1284e-05,3.15813
1.1286e-05,2.99812
1.1288e-05,3.08281
1.1290e-05,3.32
1.1292e-05,3.04469
1.1294e-05,3
1.1296e-05,3.04125
1.1298e-05,3.24094
1.1300e-05,3.19937
1.1302e-05,3.24063
1.1304e-05,3.24
1.1306e-05,3.16094
1.1308e-05,3.15906
1.1310e-05,3.19969
1.1312e-05,3.12062
1.1314e-05,3.24
1.1316e-05,3.15969
1.1318e-05,3.31906
1.1320e-05,3.15813
1.1322e-05,3.20063
1.1324e-05,3.24125
1.1326e-05,3.27813
1.1328e-05,3.16
1.1330e-05,3.24063
1.1332e-05,3.16188
1.1334e-05,3.08
1.1336e-05,3.16281
1.1338e-05,3.36094
1.1340e-05,3.23719
1.1342e-05,3.11938
1.1344e-05,3.11969
1.1346e-05,3.19813
1.1348e-05,3.27687
1.1350e-05,3.00031
1.1352e-05,3.28438
1.1354e-05,3.15781
1.1356e-05,3.12
1.1358e-05,3.07906
1.1360e-05,3.16
1.1362e-05,3.16031
1.1364e-05,3.24188
1.1366e-05,3.27844
1.1368e-05,3.16063
1.1370e-05,3.28
1.1372e-05,3.08344
1.1374e-05,3.08062
1.1376e-05,3.2425
1.1378e-05,3.27719
1.1380e-05,3.03875
1.1382e-05,3.20281
1.1384e-05,3.20031
1.1386e-05,3.2
1.1388e-05,3.15938
1.1390e-05,3.12031
1.1392e-05,3.15875
1.1394e-05,3.08
1.1396e-05,3.12031
1.1398e-05,3.0375
1.1400e-05,3.20156
1.1402e-05,3.15906
1.1404e-05,3.16
1.1406e-05,3.16063
1.1408e-05,3.19937
1.1410e-05,3.04062
1.1412e-05,3.15719
1.1414e-05,3.24
1.1416e-05,3.08031
1.1418e-05,3.3225
1.1420e-05,3.19813
1.1422e-05,3.16063
1.1424e-05,3.04062
1.1426e-05,3.11906
1.1428e-05,3.28
1.1430e-05,3.12094
1.1432e-05,3.31969
1.1434e-05,3.04
1.1436e-05,3.03875
1.1438e-05,3.07906
1.1440e-05,3.12062
1.1442e-05,3.07875
1.1444e-05,3.19969
1.1446e-05,3.04062
1.1448e-05,2.99625
1.1450e-05,3.19656
1.1452e-05,3.125
1.1454e-05,3.07781
1.1456e-05,3.32
1.1458e-05,3.07906
1.1460e-05,3.11844
1.1462e-05,3.19906
1.1464e-05,3.20031
1.1466e-05,3.2
1.1468e-05,3.16031
1.1470e-05,3.12
1.1472e-05,3.11969
1.1474e-05,3.11906
1.1476e-05,3.20188
1.1478e-05,3.04031
1.1480e-05,3.12
1.1482e-05,3.15969
1.1484e-05,3.08188
1.1486e-05,3.35938
1.1488e-05,3.24063
1.1490e-05,3.20156
1.1492e-05,3.11781
1.1494e-05,3.28031
1.1496e-05,2.99906
1.1498e-05,3.08094
1.1500e-05,3.24
1.1502e-05,3.04156
1.1504e-05,3.07437
1.1506e-05,3.16156
1.1508e-05,2.96
1.1510e-05,3.12062
1.1512e-05,3.15969
1.1514e-05,3.19937
1.1516e-05,3.20188
1.1518e-05,3.08062
1.1520e-05,3
1.1522e-05,3.08
1.1524e-05,2.95938
1.1526e-05,2.96
1.1528e-05,3
1.1530e-05,3.0375
1.1532e-05,3.11938
1.1534e-05,3.16
1.1536e-05,3.11969
1.1538e-05,3.12
1.1540e-05,3.12
1.1542e-05,3.16
1.1544e-05,3.15781
1.1546e-05,3.24
1.1548e-05,2.99781
1.1550e-05,2.92094
1.1552e-05,3.08094
1.1554e-05,3.12062
1.1556e-05,3.11531
1.1558e-05,3.19906
1.1560e-05,3.03938
1.1562e-05,3.20188
1.1564e-05,3.24
1.1566e-05,3.11844
1.1568e-05,2.88031
1.1570e-05,3.03281
1.1572e-05,3.16125
1.1574e-05,3.03938
1.1576e-05,3.24
1.1578e-05,3.0375
1.1580e-05,2.95969
1.1582e-05,3.12062
1.1584e-05,3.00062
1.1586e-05,3.07906
1.1588e-05,3.03969
1.1590e-05,3.03844
1.1592e-05,2.96031
1.1594e-05,3.11844
1.1596e-05,3.12719
1.1598e-05,3
1.1600e-05,3.16
1.1602e-05,2.99875
1.1604e-05,3.08031
1.1606e-05,3.08
1.1608e-05,3.03875
1.1610e-05,3.19969
1.1612e-05,3.04031
1.1614e-05,3.08062
1.1616e-05,3.12094
1.1618e-05,3.15969
1.1620e-05,3.08094
1.1622e-05,3.24156
1.1624e-05,3.00156
1.1626e-05,3.12
1.1628e-05,3.00031
1.1630e-05,3.19969
1.1632e-05,3.04
1.1634e-05,3.24094
1.1636e-05,2.96
1.1638e-05,3.20125
1.1640e-05,3.03781
1.1642e-05,3.12156
1.1644e-05,3.15969
1.1646e-05,3.16125
1.1648e-05,3.24313
1.1650e-05,2.96062
1.1652e-05,3.16094
1.1654e-05,3.19813
1.1656e-05,3.08062
1.1658e-05,3.23969
1.1660e-05,3.08
1.1662e-05,3.23719
1.1664e-05,3.16031
1.1666e-05,3.15969
1.1668e-05,3.11938
1.1670e-05,3.16125
1.1672e-05,3.15906
1.1674e-05,3.11781
1.1676e-05,3.28
1.1678e-05,3.11844
1.1680e-05,3.16094
1.1682e-05,3.15969
1.1684e-05,3.16
1.1686e-05,3.16
1.1688e-05,3.12219
1.1690e-05,3
1.1692e-05,3.08094
1.1694e-05,3.11906
1.1696e-05,3.08094
1.1698e-05,3.20063
1.1700e-05,3.2
1.1702e-05,3.19969
1.1704e-05,3.20063
1.1706e-05,3.12
1.1708e-05,3.20031
1.1710e-05,3.16063
1.1712e-05,3.28
1.1714e-05,3.16469
1.1716e-05,3.04062
1.1718e-05,3.20094
1.1720e-05,3.24094
1.1722e-05,3.27875
1.1724e-05,3.15969
1.1726e-05,3.24125
1.1728e-05,3.24188
1.1730e-05,3.08031
1.1732e-05,3.16219
1.1734e-05,3.23906
1.1736e-05,3.11875
1.1738e-05,3.11969
1.1740e-05,3.08031
1.1742e-05,3.04
1.1744e-05,3.12188
1.1746e-05,3.19813
1.1748e-05,3.07938
1.1750e-05,3.16031
1.1752e-05,3.08
1.1754e-05,3.075
1.1756e-05,3.23937
1.1758e-05,3.03688
1.1760e-05,3.12656
1.1762e-05,3.39875
1.1764e-05,2.99625
1.1766e-05,2.96
1.1768e-05,3.19906
1.1770e-05,3.03969
1.1772e-05,3.12188
1.1774e-05,3.15844
1.1776e-05,3.03969
1.1778e-05,3.20438
1.1780e-05,3.32094
1.1782e-05,3.1225
1.1784e-05,3.04
1.1786e-05,3.04094
1.1788e-05,3.12031
1.1790e-05,3.07938
1.1792e-05,3.04062
1.1794e-05,2.99875
1.1796e-05,3.12344
1.1798e-05,3.23844
1.1800e-05,3.07969
1.1802e-05,3.24156
1.1804e-05,3.15906
1.1806e-05,3.00094
1.1808e-05,3.03594
1.1810e-05,3.28
1.1812e-05,2.99875
1.1814e-05,3.00438
1.1816e-05,3.16031
1.1818e-05,3.04031
1.1820e-05,3.03906
1.1822e-05,3.11938
1.1824e-05,3.16
1.1826e-05,3.12031
1.1828e-05,3.20094
1.1830e-05,3.16
1.1832e-05,3.04125
1.1834e-05,2.99969
1.1836e-05,3.03969
1.1838e-05,3.07938
1.1840e-05,3.11906
1.1842e-05,3.08094
1.1844e-05,2.84219
1.1846e-05,2.95281
1.1848e-05,3.08031
1.1850e-05,3.04
1.1852e-05,3.11969
1.1854e-05,3.03938
1.1856e-05,2.99812
1.1858e-05,3.23906
1.1860e-05,3.08469
1.1862e-05,3.15844
1.1864e-05,3.12062
1.1866e-05,2.99969
1.1868e-05,3.08094
1.1870e-05,3.12031
1.1872e-05,3.08062
1.1874e-05,3.08
1.1876e-05,3.04
1.1878e-05,3.00031
1.1880e-05,3.12375
1.1882e-05,3.32031
1.1884e-05,3.04125
1.1886e-05,2.99719
1.1888e-05,3.15875
1.1890e-05,3.08031
1.1892e-05,3.03938
1.1894e-05,2.96031
1.1896e-05,3.12
1.1898e-05,2.96125
1.1900e-05,2.99438
1.1902e-05,3.08188
1.1904e-05,2.88
1.1906e-05,3.08031
1.1908e-05,3
1.1910e-05,3.07875
1.1912e-05,3.08188
1.1914e-05,2.96062
1.1916e-05,2.88031
1.1918e-05,3.08031
1.1920e-05,2.91938
1.1922e-05,2.96
1.1924e-05,2.96
1.1926e-05,2.87969
1.1928e-05,2.95938
1.1930e-05,3.04
1.1932e-05,3.15969
1.1934e-05,2.99906
1.1936e-05,3.08
1.1938e-05,3.04188
1.1940e-05,2.91969
1.1942e-05,3.04
1.1944e-05,2.91719
1.1946e-05,2.76094
1.1948e-05,3.04094
1.1950e-05,3.00062
1.1952e-05,3.15156
1.1954e-05,3.1575
1.1956e-05,2.96125
1.1958e-05,3.24063
1.1960e-05,2.99812
1.1962e-05,3.08031
1.1964e-05,3.08094
1.1966e-05,2.99875
1.1968e-05,3.08
1.1970e-05,2.96
1.1972e-05,3.04
1.1974e-05,2.96062
1.1976e-05,3.08031
1.1978e-05,2.8825
1.1980e-05,2.91906
1.1982e-05,2.95844
1.1984e-05,3.03812
1.1986e-05,2.83875
1.1988e-05,3.00188
1.1990e-05,3.11938
1.1992e-05,3.12594
1.1994e-05,2.96
1.1996e-05,2.99969
1.1998e-05,2.88
1.2000e-05,3.04062
1.2002e-05,3.08
1.2004e-05,3
1.2006e-05,3.07906
1.2008e-05,3.04
1.2010e-05,3.03969
1.2012e-05,2.95938
1.2014e-05,3
1.2016e-05,2.99938
1.2018e-05,2.96
1.2020e-05,3.0375
1.2022e-05,3.08
1.2024e-05,2.88063
1.2026e-05,3.12031
1.2028e-05,2.96
1.2030e-05,3.12094
1.2032e-05,2.84
1.2034e-05,3.0025
1.2036e-05,2.99844
1.2038e-05,2.96
1.2040e-05,3.04125
1.2042e-05,3.12094
1.2044e-05,3.16281
1.2046e-05,2.92125
1.2048e-05,3.00094
1.2050e-05,3.15938
1.2052e-05,3.03906
1.2054e-05,3.12094
1.2056e-05,3.08
1.2058e-05,3.04062
1.2060e-05,3
1.2062e-05,3.00125
1.2064e-05,3.12062
1.2066e-05,3.03781
1.2068e-05,3.00031
1.2070e-05,3.03938
1.2072e-05,3.03969
1.2074e-05,3.04
1.2076e-05,3.03969
1.2078e-05,3.04031
1.2080e-05,3.08062
1.2082e-05,3.08
1.2084e-05,2.92188
1.2086e-05,2.92
1.2088e-05,2.96
1.2090e-05,3.04125
1.2092e-05,3.12062
1.2094e-05,3.07844
1.2096e-05,2.96
1.2098e-05,3.07719
1.2100e-05,3.12062
1.2102e-05,3.03969
1.2104e-05,3.03938
1.2106e-05,2.99969
1.2108e-05,3.07906
1.2110e-05,3.20156
1.2112e-05,3.03906
1.2114e-05,3.12094
1.2116e-05,3.03688
1.2118e-05,2.95938
1.2120e-05,3.04188
1.2122e-05,3.19937
1.2124e-05,3.04094
1.2126e-05,3.08031
1.2128e-05,2.96094
1.2130e-05,3.2025
1.2132e-05,3.11813
1.2134e-05,3.03938
1.2136e-05,2.96
1.2138e-05,2.99906
1.2140e-05,3.03969
1.2142e-05,2.99781
1.2144e-05,3.00469
1.2146e-05,3.20031
1.2148e-05,3.04
1.2150e-05,2.99938
1.2152e-05,3.00031
1.2154e-05,3.03969
1.2156e-05,3
1.2158e-05,3.04031
1.2160e-05,2.99875
1.2162e-05,2.92
1.2164e-05,3.03812
1.2166e-05,3.04
1.2168e-05,3.03969
1.2170e-05,2.99875
1.2172e-05,3.00281
1.2174e-05,3.20063
1.2176e-05,3.08125
1.2178e-05,3.11875
1.2180e-05,3.07844
1.2182e-05,2.92
1.2184e-05,3.04
1.2186e-05,3.00094
1.2188e-05,3.12094
1.2190e-05,2.84469
1.2192e-05,3.00438
1.2194e-05,3.12031
1.2196e-05,3.0775
1.2198e-05,2.96062
1.2200e-05,3.12031
1.2202e-05,3.04125
1.2204e-05,2.99875
1.2206e-05,3.08
1.2208e-05,2.95969
1.2210e-05,3.04312
1.2212e-05,3.11938
1.2214e-05,3.00031
1.2216e-05,3.00031
1.2218e-05,2.95938
1.2220e-05,3.12062
1.2222e-05,3.11875
1.2224e-05,3.0375
1.2226e-05,2.92
1.2228e-05,2.91875
1.2230e-05,2.99938
1.2232e-05,3
1.2234e-05,3.03938
1.2236e-05,3.04
1.2238e-05,2.96062
1.2240e-05,2.87969
1.2242e-05,3.03219
1.2244e-05,3.12562
1.2246e-05,2.84031
1.2248e-05,2.99844
1.2250e-05,2.91969
1.2252e-05,2.91812
1.2254e-05,3.15844
1.2256e-05,3.0475
1.2258e-05,2.99906
1.2260e-05,3.04
1.2262e-05,2.95938
1.2264e-05,3.00062
1.2266e-05,3.03969
1.2268e-05,3.04156
1.2270e-05,2.96
1.2272e-05,3
1.2274e-05,3.07969
1.2276e-05,2.96125
1.2278e-05,3.19969
1.2280e-05,3.00094
1.2282e-05,2.95719
1.2284e-05,3.15687
1.2286e-05,3.12094
1.2288e-05,2.87906
1.2290e-05,2.92063
1.2292e-05,3.04
1.2294e-05,3.00094
1.2296e-05,2.99625
1.2298e-05,3.08125
1.2300e-05,2.88
1.2302e-05,3.00031
1.2304e-05,2.99969
1.2306e-05,3.03875
1.2308e-05,3.08219
1.2310e-05,2.88125
1.2312e-05,2.76031
1.2314e-05,2.96031
1.2316e-05,2.79969
1.2318e-05,2.88031
1.2320e-05,2.88
1.2322e-05,2.88125
1.2324e-05,2.84
1.2326e-05,2.92
1.2328e-05,2.96
1.2330e-05,2.91875
1.2332e-05,2.88031
1.2334e-05,2.99938
1.2336e-05,2.95906
1.2338e-05,3.04
1.2340e-05,2.83813
1.2342e-05,2.80063
1.2344e-05,2.96125
1.2346e-05,3.08
1.2348e-05,3.04031
1.2350e-05,2.99812
1.2352e-05,2.84094
1.2354e-05,3.12156
1.2356e-05,3.03812
1.2358e-05,2.95969
1.2360e-05,3.00031
1.2362e-05,2.9175
1.2364e-05,3.08031
1.2366e-05,2.91906
1.2368e-05,3.12
1.2370e-05,2.79719
1.2372e-05,2.83906
1.2374e-05,3.04094
1.2376e-05,2.88094
1.2378e-05,2.99812
1.2380e-05,3
1.2382e-05,2.95656
1.2384e-05,2.75969
1.2386e-05,2.91812
1.2388e-05,2.965
1.2390e-05,2.88
1.2392e-05,3.04031
1.2394e-05,2.95938
1.2396e-05,2.99969
1.2398e-05,2.92063
1.2400e-05,2.79875
1.2402e-05,3.07656
1.2404e-05,3.00031
1.2406e-05,3
1.2408e-05,3.00156
1.2410e-05,3.07969
1.2412e-05,2.91875
1.2414e-05,2.9575
1.2416e-05,3.03906
1.2418e-05,3
1.2420e-05,2.84
1.2422e-05,2.96094
1.2424e-05,2.96
1.2426e-05,3.00125
1.2428e-05,2.88
1.2430e-05,3.03906
1.2432e-05,2.84
1.2434e-05,3.0825
1.2436e-05,3.03812
1.2438e-05,3.00062
1.2440e-05,3.04125
1.2442e-05,2.88125
1.2444e-05,2.88031
1.2446e-05,2.99938
1.2448e-05,2.88
1.2450e-05,3.04094
1.2452e-05,2.96
1.2454e-05,2.96
1.2456e-05,2.92
1.2458e-05,2.96031
1.2460e-05,2.96062
1.2462e-05,3
1.2464e-05,2.91906
1.2466e-05,2.95719
1.2468e-05,3.07938
1.2470e-05,2.91875
1.2472e-05,2.95938
1.2474e-05,2.88094
1.2476e-05,3.04062
1.2478e-05,2.96
1.2480e-05,2.91938
1.2482e-05,2.96
1.2484e-05,2.91969
1.2486e-05,2.96062
1.2488e-05,2.95844
1.2490e-05,2.87969
1.2492e-05,2.96
1.2494e-05,3.03938
1.2496e-05,3.04
1.2498e-05,3.03969
1.2500e-05,2.99969
1.2502e-05,2.99969
1.2504e-05,2.96
1.2506e-05,3.00188
1.2508e-05,2.88031
1.2510e-05,3.04062
1.2512e-05,2.95844
1.2514e-05,2.95875
1.2516e-05,2.88063
1.2518e-05,3.04094
1.2520e-05,2.96281
1.2522e-05,2.83969
1.2524e-05,3.0425
1.2526e-05,3.0375
1.2528e-05,2.91969
1.2530e-05,3
1.2532e-05,2.96031
1.2534e-05,2.91938
1.2536e-05,3.04094
1.2538e-05,3.03906
1.2540e-05,3.04031
1.2542e-05,3.04
1.2544e-05,3
1.2546e-05,2.91875
1.2548e-05,3.04094
1.2550e-05,2.99719
1.2552e-05,2.92219
1.2554e-05,3.12094
1.2556e-05,2.91719
1.2558e-05,2.76
1.2560e-05,2.87719
1.2562e-05,2.92
1.2564e-05,2.88125
1.2566e-05,3.04
1.2568e-05,2.91906
1.2570e-05,3.00094
1.2572e-05,2.95969
1.2574e-05,2.96188
1.2576e-05,2.75906
1.2578e-05,2.88313
1.2580e-05,3.03906
1.2582e-05,2.96
1.2584e-05,3.04
1.2586e-05,2.88687
1.2588e-05,2.8825
1.2590e-05,2.99906
1.2592e-05,2.83875
1.2594e-05,2.96156
1.2596e-05,3.04
1.2598e-05,2.96188
1.2600e-05,2.87688
1.2602e-05,3.12
1.2604e-05,2.75906
1.2606e-05,2.92531
1.2608e-05,2.99906
1.2610e-05,2.92
1.2612e-05,2.95938
1.2614e-05,2.95969
1.2616e-05,2.99938
1.2618e-05,2.80125
1.2620e-05,3.08281
1.2622e-05,2.92
1.2624e-05,2.72031
1.2626e-05,2.87406
1.2628e-05,3.04062
1.2630e-05,2.92063
1.2632e-05,2.99875
1.2634e-05,2.96062
1.2636e-05,2.7975
1.2638e-05,3.07469
1.2640e-05,2.92906
1.2642e-05,2.79781
1.2644e-05,3.03938
1.2646e-05,2.79906
1.2648e-05,2.7975
1.2650e-05,3.07719
1.2652e-05,3.00813
1.2654e-05,2.91906
1.2656e-05,3
1.2658e-05,2.87875
1.2660e-05,2.92156
1.2662e-05,3.03969
1.2664e-05,2.925
1.2666e-05,2.84
1.2668e-05,2.92
1.2670e-05,3
1.2672e-05,2.92188
1.2674e-05,3.19937
1.2676e-05,3.04125
1.2678e-05,2.88094
1.2680e-05,2.91812
1.2682e-05,2.96
1.2684e-05,2.92
1.2686e-05,2.96031
1.2688e-05,3
1.2690e-05,2.96188
1.2692e-05,2.75781
1.2694e-05,2.99844
1.2696e-05,2.88
1.2698e-05,2.96031
1.2700e-05,3.00031
1.2702e-05,2.88
1.2704e-05,2.91969
1.2706e-05,2.84031
1.2708e-05,2.84063
1.2710e-05,2.99812
1.2712e-05,2.67906
1.2714e-05,2.80063
1.2716e-05,2.84
1.2718e-05,2.79719
1.2720e-05,2.88063
1.2722e-05,2.8
1.2724e-05,3.00031
1.2726e-05,2.91906
1.2728e-05,2.96
1.2730e-05,2.91812
1.2732e-05,3.11938
1.2734e-05,2.92
1.2736e-05,2.84
1.2738e-05,2.8
1.2740e-05,2.88125
1.2742e-05,3
1.2744e-05,2.9225
1.2746e-05,2.87906
1.2748e-05,2.80094
1.2750e-05,3.00031
1.2752e-05,2.87875
1.2754e-05,2.92031
1.2756e-05,2.95969
1.2758e-05,2.95969
1.2760e-05,2.88219
1.2762e-05,2.67844
1.2764e-05,2.96
1.2766e-05,2.75844
1.2768e-05,2.8
1.2770e-05,2.75937
1.2772e-05,2.84
1.2774e-05,2.83875
1.2776e-05,3.00094
1.2778e-05,2.91656
1.2780e-05,2.8
1.2782e-05,2.91812
1.2784e-05,3.00375
1.2786e-05,2.88
1.2788e-05,2.96031
1.2790e-05,2.87969
1.2792e-05,2.91969
1.2794e-05,2.84031
1.2796e-05,2.79969
1.2798e-05,2.83969
1.2800e-05,2.83969
1.2802e-05,2.88031
1.2804e-05,2.87875
1.2806e-05,2.84031
1.2808e-05,2.96156
1.2810e-05,3.0425
1.2812e-05,2.84219
1.2814e-05,2.88
1.2816e-05,2.88
1.2818e-05,3.00094
1.2820e-05,3.03969
1.2822e-05,2.92188
1.2824e-05,2.84
1.2826e-05,2.87906
1.2828e-05,2.8025
1.2830e-05,3.04031
1.2832e-05,2.83688
1.2834e-05,2.88281
1.2836e-05,3.08219
1.2838e-05,2.76156
1.2840e-05,2.92063
1.2842e-05,2.95844
1.2844e-05,2.79906
1.2846e-05,2.9225
1.2848e-05,3.04
1.2850e-05,3.00344
1.2852e-05,2.88
1.2854e-05,2.96062
1.2856e-05,2.92
1.2858e-05,2.95906
1.2860e-05,2.88031
1.2862e-05,2.99969
1.2864e-05,2.87875
1.2866e-05,2.88125
1.2868e-05,2.96
1.2870e-05,2.87781
1.2872e-05,2.88187
1.2874e-05,3.08
1.2876e-05,2.84219
1.2878e-05,2.92
1.2880e-05,2.83906
1.2882e-05,2.88125
1.2884e-05,2.96094
1.2886e-05,2.95875
1.2888e-05,2.84
1.2890e-05,2.9175
1.2892e-05,3
1.2894e-05,2.95969
1.2896e-05,2.95906
1.2898e-05,2.87937
1.2900e-05,2.91938
1.2902e-05,3.00281
1.2904e-05,2.79906
1.2906e-05,2.92094
1.2908e-05,2.92094
1.2910e-05,2.99906
1.2912e-05,2.88
1.2914e-05,3.00031
1.2916e-05,2.92031
1.2918e-05,2.99969
1.2920e-05,2.99969
1.2922e-05,2.99969
1.2924e-05,2.95906
1.2926e-05,2.87937
1.2928e-05,2.84
1.2930e-05,2.87937
1.2932e-05,2.91969
1.2934e-05,2.87844
1.2936e-05,2.8825
1.2938e-05,3.04188
1.2940e-05,3
1.2942e-05,2.75969
1.2944e-05,2.92125
1.2946e-05,2.91938
1.2948e-05,2.9625
1.2950e-05,3.0375
1.2952e-05,2.76
1.2954e-05,2.96
1.2956e-05,2.80187
1.2958e-05,2.88063
1.2960e-05,2.96094
1.2962e-05,2.9575
1.2964e-05,2.80094
1.2966e-05,3.04312
1.2968e-05,3.00125
1.2970e-05,2.92188
1.2972e-05,2.75969
1.2974e-05,2.84187
1.2976e-05,2.91969
1.2978e-05,2.87937
1.2980e-05,2.87969
1.2982e-05,2.88344
1.2984e-05,2.8425
1.2986e-05,3.04031
1.2988e-05,2.87781
1.2990e-05,2.88094
1.2992e-05,2.87969
1.2994e-05,2.8
1.2996e-05,2.91719
1.2998e-05,3
1.3000e-05,2.75937
1.3002e-05,2.88344
1.3004e-05,2.91906
1.3006e-05,2.80063
1.3008e-05,2.71875
1.3010e-05,2.91906
1.3012e-05,2.96
1.3014e-05,2.92031
1.3016e-05,2.95969
1.3018e-05,2.84
1.3020e-05,2.67937
1.3022e-05,2.83688
1.3024e-05,2.84094
1.3026e-05,2.83813
1.3028e-05,2.96062
1.3030e-05,2.72063
1.3032e-05,2.75625
1.3034e-05,2.87781
1.3036e-05,2.84437
1.3038e-05,2.71906
1.3040e-05,2.91875
1.3042e-05,2.83938
1.3044e-05,2.75844
1.3046e-05,3.03781
1.3048e-05,2.92406
1.3050e-05,2.96
1.3052e-05,2.84031
1.3054e-05,2.84156
1.3056e-05,3.00031
1.3058e-05,2.88063
1.3060e-05,2.84281
1.3062e-05,2.72
1.3064e-05,2.84
1.3066e-05,2.87969
1.3068e-05,2.80219
1.3070e-05,3.07969
1.3072e-05,2.88063
1.3074e-05,2.91719
1.3076e-05,3.00031
1.3078e-05,2.88063
1.3080e-05,2.83969
1.3082e-05,2.84
1.3084e-05,2.88
1.3086e-05,2.80125
1.3088e-05,2.75438
1.3090e-05,2.96031
1.3092e-05,2.76
1.3094e-05,2.87969
1.3096e-05,2.72
1.3098e-05,2.83781
1.3100e-05,2.96125
1.3102e-05,2.80094
1.3104e-05,2.71969
1.3106e-05,2.75937
1.3108e-05,2.68
1.3110e-05,2.80031
1.3112e-05,2.76
1.3114e-05,2.87969
1.3116e-05,2.76094
